Category,Text
-net-developer,"Contact [email protected] +61 412 345 678 Skills • C# • .NET Framework • ASP.NET • SQL Server • RESTful Services • Agile Methodologies • Problem Solving Emily Parker Sydney, NSW | himalayas.app/@emilyparker Dedicated Senior .Net Developer with over 7 years of experience in designing, developing, and maintaining high-performance applications using the .Net framework. Proven track record of delivering robust software solutions, optimizing existing systems, and driving projects to successful completion. Professional Experience Tech Innovations Sydney, NSW Senior .Net Developer Mar 2021 - Present Led the development of a multi-tiered enterprise application that improved processing speed by 30%. Implemented Agile methodologies, resulting in a 25% increase in team productivity. Developed RESTful APIs that enhanced integration with third-party services, increasing overall system functionality. Digital Solutions Melbourne, VIC Software Developer Jan 2017 - Feb 2021 Contributed to the development of an e-commerce platform that supported over 500,000 users and handled transactions seamlessly. Optimized SQL queries, reducing database access times by 40%. Collaborated with cross-functional teams to gather requirements and deliver software solutions aligned with business goals. Education University of Sydney Sydney, NSW Bachelor of Information Technology 2012 - 2015 Focused on software development and programming principles, graduated with distinction."
-net-developer,"Contact [email protected] +55 (11) 98765-4321 Skills • C# • .Net Framework • ASP.NET Core • SQL Server • RESTful APIs • Git • Agile Methodologies Lucas Silva São Paulo, SP | himalayas.app/@lucassilva Motivated .Net Developer with over 5 years of experience in building high-quality web applications and services. Proficient in the full software development lifecycle, with a proven track record of delivering innovative solutions that enhance user experience and drive business growth. Professional Experience TechSolutions São Paulo, SP .Net Developer Mar 2021 - Present Developed and maintained web applications utilizing ASP.NET Core, resulting in increased user engagement by 30% Collaborated with cross-functional teams to design RESTful APIs that improved integration capabilities with third-party services Implemented automated testing processes, increasing code quality and reducing bugs by 25% Innovatech Rio de Janeiro, RJ Junior .Net Developer Jun 2018 - Feb 2021 Assisted in the development of internal applications using C# and .Net Framework, contributing to a 15% improvement in operational efficiency Participated in code reviews and contributed to team knowledge sharing sessions Managed and resolved client issues, enhancing customer satisfaction ratings by 20% Education Universidade de São Paulo São Paulo, SP B.S. in Computer Science 2014 - 2018 Focused on software development and database management. Completed a capstone project on web application security."
-net-developer,"Contact [email protected] +39 02 1234 5678 Skills • C# • .NET Framework • ASP.NET • SQL Server • HTML • JavaScript • CSS Luca Bianchi Milan, Italy | himalayas.app/@lucabianchi Motivated Junior .Net Developer with 2 years of experience in developing and maintaining applications using .NET technologies. Proven ability to work collaboratively in team settings and deliver high-quality code on time. Eager to learn and grow in the software development field. Professional Experience Infotech Solutions Milan, Italy Junior .Net Developer Feb 2022 - Present Assisted in the development of web applications using ASP.NET MVC and C#. Collaborated with senior developers to enhance application performance, resulting in a 30% increase in load speed. Participated in code reviews and contributed to best practices in software development. Tech Innovations Rome, Italy Intern .Net Developer Jun 2021 - Dec 2021 Supported the development team in building and testing .NET applications. Contributed to documentation and user guides for software features. Gained hands-on experience with SQL Server and Entity Framework. Education University of Milan Milan, Italy B.Sc. in Computer Science 2018 - 2021 Completed coursework in software engineering, web development, and database management. Developed a final project on a .NET-based web application."
-net-web-developer,"Contact [email protected] +55 11 91234-5678 Skills • ASP.NET • C# • MVC • Agile Methodologies • Team Leadership • Project Management • SQL Server • Cloud Computing Lucas Almeida São Paulo, SP | himalayas.app/@lucasalmeida Dynamic and result-oriented .Net Web Development Manager with over 10 years of experience in leading development teams and managing full project lifecycles. Proven track record of delivering high-quality web applications on time and within budget while fostering a collaborative and innovative team environment. Professional Experience TechSolutions São Paulo, SP .Net Web Development Manager Mar 2020 - Present Managed a team of 15 developers in the creation of scalable web applications, increasing client satisfaction by 35%. Implemented Agile methodologies, leading to a 50% reduction in project delivery times. Developed and maintained coding standards and best practices, resulting in a 20% decrease in bug rates. WebInnovators Rio de Janeiro, RJ Senior .Net Developer Jun 2015 - Feb 2020 Designed and implemented enterprise-level web applications using .Net technologies, serving over 50,000 users. Optimized application performance, reducing load times by 30% and enhancing user experience. Collaborated with cross-functional teams to define project requirements and specifications. DevMasters Belo Horizonte, MG .Net Developer Jan 2012 - May 2015 Developed and maintained web applications using ASP.NET MVC, contributing to a 15% increase in customer retention. Participated in code reviews and team training, enhancing overall team performance. Assisted in the migration of legacy applications to modern .Net platforms. Education Federal University of Minas Gerais Belo Horizonte, MG B.S. in Computer Science 2008 - 2012 Graduated with honors, focusing on software development and project management."
-net-web-developer,"Contact [email protected] +81 90-1234-5678 Skills • C# • .NET • ASP.NET MVC • SQL Server • HTML • CSS • JavaScript Taro Yamamoto Tokyo, Japan | himalayas.app/@taroyamamoto Motivated Junior .Net Web Developer with a strong foundation in building dynamic web applications using .NET technologies. Proven ability to work collaboratively in a team environment and deliver high-quality software solutions. Professional Experience TechSolutions Japan Tokyo, Japan Junior .Net Web Developer Jun 2022 - Present Assisted in the development of a customer management system using ASP.NET MVC, improving user experience for 500+ clients Collaborated with senior developers to implement RESTful APIs, enhancing data retrieval speed by 30% Participated in code reviews and contributed to best practices in coding standards InnovaTech Osaka, Japan Intern .Net Developer Jan 2021 - May 2022 Developed internal tools using .NET Framework, which reduced manual data entry by 40% Assisted in debugging and troubleshooting existing applications, improving overall system stability Gained experience with SQL Server for database management and query optimization Education Tokyo Institute of Technology Tokyo, Japan B.S. in Computer Science 2018 - 2022 Focused on software development, web technologies, and database management. Completed a capstone project on building a web-based inventory management system."
3d-animator,"Contact [email protected] +91 98765 43210 Skills • 3D Animation • Character Rigging • Visual Effects • Team Leadership • Maya • Blender • Storyboarding • Project Management Rajesh Kumar Mumbai, Maharashtra | himalayas.app/@rajeshkumar Creative and detail-oriented 3D Animation Director with over 10 years of experience in the entertainment industry. Proven track record of leading animation teams to produce award-winning visual content that captivates audiences and enhances storytelling. Professional Experience Pixel Studios Mumbai, Maharashtra 3D Animation Director Jan 2020 - Present Directed and supervised a team of 30 animators in the production of a feature-length animated film that grossed over $50 million worldwide. Implemented innovative animation techniques that reduced production time by 25% while maintaining high-quality standards. Collaborated closely with writers and directors to ensure the animation aligned with the vision of the project. DreamWave Animation Bangalore, Karnataka Lead Animator May 2015 - Dec 2019 Led animation for multiple award-winning short films that received accolades at international film festivals. Enhanced character animation techniques which improved the emotional expression of animated characters, leading to a 30% increase in viewer engagement. Trained and mentored junior animators in 3D animation software and best practices. Artistry Animations Hyderabad, Telangana 3D Animator Jun 2012 - Apr 2015 Created 3D models and animations for various commercial projects, consistently meeting tight deadlines. Collaborated with clients to understand their vision, resulting in a 95% client satisfaction rate. Developed a library of animation assets that streamlined future projects, reducing production costs by 15%. Education National Institute of Design Ahmedabad, Gujarat B.A. in Animation and Multimedia 2008 - 2012 Graduated with honors, focusing on 3D animation techniques and visual storytelling."
3d-animator,"Contact [email protected] +65 9123 4567 Skills • 3D Animation • Character Animation • Animation Supervision • Maya • Blender • Team Leadership • Creative Direction Jason Lim Singapore, SG | himalayas.app/@jasonlim Dynamic 3D Animation Supervisor with over 10 years of experience in leading animation teams and creating visually stunning animations for feature films and video games. Proven track record of enhancing production workflows and mentoring talent to achieve artistic excellence. Professional Experience DreamWorks Animation Singapore, SG 3D Animation Supervisor Apr 2020 - Present Supervised a team of 20 animators in the production of award-winning animated films, ensuring high standards of quality and creativity. Implemented new animation techniques that reduced production time by 30% while maintaining visual integrity. Collaborated with directors and artists to develop character animations that enhanced storytelling, contributing to a box office revenue increase of 25%. Pixar Animation Studios Singapore, SG Lead Animator Jan 2015 - Mar 2020 Led the animation team for multiple successful projects, including 'Inside Out' and 'Coco', receiving critical acclaim for character animation. Developed training programs for junior animators, improving team performance and skill sets. Participated in creative brainstorming sessions to innovate animation styles and techniques. Education Nanyang Technological University Singapore, SG Bachelor of Fine Arts in Animation 2009 - 2013 Focused on 3D animation, character design, and visual storytelling. Graduated with honors."
3d-animator,"Contact [email protected] +81 90-1234-5678 Skills • Maya • Blender • 3D Animation • Character Rigging • Visual Effects • Motion Capture • Animation Principles Hiroshi Tanaka Tokyo, Japan | himalayas.app/@hiroshit Creative and detail-oriented 3D Animator with over 6 years of experience in character animation and visual effects. Proven track record of delivering high-quality animations for acclaimed projects, combining artistic vision with technical skills to bring characters to life. Professional Experience Studio Ghibli Tokyo, Japan 3D Animator Apr 2021 - Present Created 3D character animations for the animated feature film 'Howl's Moving Castle', contributing to its international acclaim. Collaborated with directors and artists to develop animation sequences that enhanced storytelling. Utilized Maya and Blender to produce high-quality assets, ensuring seamless integration with 2D elements. Capcom Osaka, Japan 3D Animator Feb 2018 - Mar 2021 Developed character animations for popular video games, improving player engagement and experience. Worked closely with game designers to implement realistic physics and motion in character actions. Enhanced animation pipeline efficiency by 30% through process optimization and tool development. Education Tokyo University of the Arts Tokyo, Japan B.A. in Animation 2014 - 2018 Focused on 3D animation techniques and storytelling. Completed a thesis project on character development in animated films."
3d-artist,"Contact [email protected] +52 1 55 1234 5678 Skills • 3D Modeling • Character Design • Environment Art • ZBrush • Maya • Substance Painter • Unity • Team Leadership Isabella Morales Guadalajara, Jalisco | himalayas.app/@isabellamorales Creative and detail-oriented Lead 3D Artist with over 10 years of experience in the gaming industry. Proven track record of leading teams to create visually stunning assets and immersive environments, resulting in high player engagement and positive reviews. Professional Experience GameForge Studios Guadalajara, Jalisco Lead 3D Artist Mar 2020 - Present Directed a team of 8 artists to develop high-quality 3D models for AAA titles, improving asset quality by 30% Collaborated with game designers to create immersive environments, increasing player satisfaction ratings by 25% Implemented new workflows that reduced asset production time by 40% PixelDreams Monterrey, Nuevo León Senior 3D Artist Jan 2016 - Feb 2020 Created detailed character models and animations for multiple successful indie games Utilized ZBrush and Maya to enhance character fidelity, resulting in a 50% increase in player engagement Mentored junior artists, improving team skills and project delivery times Education Instituto Tecnológico de Monterrey Monterrey, Nuevo León B.F.A. in 3D Animation 2010 - 2014 Focused on 3D modeling and animation techniques, with a strong foundation in traditional art principles."
3d-artist,"Contact [email protected] +49 (30) 1234-5678 Skills • Maya • ZBrush • Substance Painter • Unity • 3D Modeling • Animation • Texturing • Rigging Maximilian Müller Berlin, Germany | himalayas.app/@maximilianmueller Creative and detail-oriented 3D Artist with over 6 years of experience in designing and animating high-quality 3D models for the gaming industry. Proven track record of contributing to successful titles that have captivated audiences and received critical acclaim. Professional Experience Ubisoft Berlin, Germany Senior 3D Artist Mar 2021 - Present Created stunning 3D character models for 'Assassin's Creed Valhalla' that enhanced player immersion. Collaborated with game designers and animators to optimize character rigging and animation workflows. Mentored junior artists on best practices in modeling and texturing, improving team efficiency by 25%. Epic Games Frankfurt, Germany 3D Artist Jun 2018 - Feb 2021 Developed detailed environment assets for 'Fortnite', contributing to a more immersive player experience. Improved texture resolution and modeling techniques, resulting in a 30% increase in visual fidelity. Participated in cross-functional teams to ensure design consistency across different platforms. Blue Byte Düsseldorf, Germany Junior 3D Artist Jan 2016 - May 2018 Assisted in the creation of 3D assets for 'Anno 2205', focusing on both modeling and texturing. Conducted quality checks on assets to ensure adherence to project standards and deadlines. Developed skills in Unreal Engine to create real-time visualizations for internal projects. Education Berlin University of the Arts Berlin, Germany B.A. in Game Design 2012 - 2016 Focused on 3D modeling, animation, and game engine integration. Completed a thesis project on character animation techniques."
3d-designer,"Contact [email protected] +55 (11) 98765-4321 Skills • Maya • Blender • ZBrush • Adobe Creative Suite • 3D Modeling • Animation • Texturing • Lighting Isabella Martins São Paulo, SP | himalayas.app/@isabellamartins Creative and detail-oriented 3D Designer with over 6 years of experience in modeling, texturing, and rendering for high-profile animation projects. Proven ability to collaborate with cross-functional teams to bring ideas to life and deliver engaging visual content that resonates with audiences. Professional Experience DreamWorks Animation São Paulo, SP 3D Designer Mar 2021 - Present Created high-quality 3D models and animations for feature films, contributing to a 20% increase in audience engagement. Collaborated with directors and artists to conceptualize and design characters that align with story themes. Optimized rendering processes, reducing production time by 30% while maintaining visual fidelity. Pixar Animation Studios Los Angeles, CA Junior 3D Artist May 2018 - Feb 2021 Assisted in the development of character models and environments for animated shorts, enhancing overall visual storytelling. Worked closely with senior artists to implement feedback and improve design techniques, resulting in a 15% increase in project efficiency. Participated in team brainstorming sessions, generating innovative ideas that were integrated into final productions. Education University of São Paulo São Paulo, SP Bachelor of Fine Arts in Animation 2014 - 2018 Focused on 3D modeling and animation techniques, completed a capstone project that received recognition at the São Paulo Animation Festival."
